RetailerID,Retailer,InvoiceDate,Region,State,City,Product,PriceperUnit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod,OperatingExpenses
1185732,Foot Locker,2020-01-25,Northeast,New York,New York,Men's Street Footwear,50,1220,61000,305000.0,50,Outlet,244000.0
1185732,Foot Locker,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,50,925,46250,138750.0,30,Outlet,92500.0
1185732,Foot Locker,2020-01-27,Northeast,New York,New York,Women's Street Footwear,40,950,38000,133000.0,35,Outlet,95000.0
1185732,Foot Locker,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,45,800,36000,125999.99999999999,35,Outlet,89999.99999999999
1185732,Foot Locker,2020-01-29,Northeast,New York,New York,Men's Apparel,60,850,51000,153000.0,30,Outlet,102000.0
1185732,Foot Locker,2020-01-30,Northeast,New York,New York,Women's Apparel,50,950,47500,118750.0,25,Outlet,71250.0
1185732,Foot Locker,2020-01-31,Northeast,New York,New York,Men's Street Footwear,50,1200,60000,300000.0,50,Outlet,240000.0
1185732,Foot Locker,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,50,900,45000,135000.0,30,Outlet,90000.0
1185732,Foot Locker,2020-02-02,Northeast,New York,New York,Women's Street Footwear,40,900,36000,125999.99999999999,35,Outlet,89999.99999999999
1185732,Foot Locker,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,50,850,42500,148750.0,35,Outlet,106250.0
1185732,Foot Locker,2020-02-10,Northeast,New York,New York,Men's Apparel,60,875,52500,157500.0,30,Outlet,105000.0
1185732,Foot Locker,2020-03-03,Northeast,New York,New York,Women's Apparel,65,1000,65000,162500.0,25,Outlet,97500.0
1185732,Foot Locker,2020-03-04,Northeast,New York,New York,Men's Street Footwear,60,1250,75000,375000.0,50,Outlet,300000.0
1185732,Foot Locker,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,55,1000,55000,165000.00000000003,30,Outlet,110000.00000000003
1185732,Foot Locker,2020-03-06,Northeast,New York,New York,Women's Street Footwear,50,925,46250,161875.0,35,Outlet,115625.0
1185732,Foot Locker,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,50,900,45000,157500.0,35,Outlet,112500.0
1185732,Foot Locker,2020-03-08,Northeast,New York,New York,Men's Apparel,60,900,54000,162000.0,30,Outlet,108000.0
1185732,Foot Locker,2020-03-09,Northeast,New York,New York,Women's Apparel,65,1050,68250,170625.0,25,Outlet,102375.0
1185732,Foot Locker,2020-03-10,Northeast,New York,New York,Men's Street Footwear,60,1275,76500,382500.0,50,Outlet,306000.0
1185732,Foot Locker,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,55,1025,56375,169125.00000000003,30,Outlet,112750.00000000003
1185732,Foot Locker,2020-03-12,Northeast,New York,New York,Women's Street Footwear,50,950,47500,166250.0,35,Outlet,118750.0
1185732,Foot Locker,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,50,900,45000,157500.0,35,Outlet,112500.0
1185732,Foot Locker,2020-03-14,Northeast,New York,New York,Men's Apparel,60,925,55500,166500.0,30,Outlet,111000.0
1185732,Foot Locker,2020-03-15,Northeast,New York,New York,Women's Apparel,65,1100,71500,178750.0,25,Outlet,107250.0
1185732,Foot Locker,2020-03-16,Northeast,New York,New York,Men's Street Footwear,60,1250,75000,375000.0,50,Outlet,300000.0
1185732,Foot Locker,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,55,1025,56375,169125.00000000003,30,Outlet,112750.00000000003
1185732,Foot Locker,2020-03-18,Northeast,New York,New York,Women's Street Footwear,50,950,47500,166250.0,35,Outlet,118750.0
1185732,Foot Locker,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,50,925,46250,161875.0,35,Outlet,115625.0
1185732,Walmart,2020-04-17,Northeast,New York,New York,Men's Apparel,60,900,54000,162000.0,30,Outlet,108000.0
1185732,Walmart,2020-04-18,Northeast,New York,New York,Women's Apparel,65,1075,69875,174687.5,25,Outlet,104812.5
1185732,Walmart,2020-04-19,Northeast,New York,New York,Men's Street Footwear,60,1200,72000,360000.0,50,Outlet,288000.0
1185732,Walmart,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,55,1000,55000,165000.00000000003,30,Outlet,110000.00000000003
1185732,Walmart,2020-04-21,Northeast,New York,New York,Women's Street Footwear,50,925,46250,161875.0,35,Outlet,115625.0
1185732,Walmart,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,50,900,45000,157500.0,35,Outlet,112500.0
1185732,Walmart,2020-04-23,Northeast,New York,New York,Men's Apparel,60,900,54000,162000.0,30,Outlet,108000.0
1185732,Walmart,2020-04-24,Northeast,New York,New York,Women's Apparel,65,1000,65000,162500.0,25,Outlet,97500.0
1185732,Walmart,2020-04-25,Northeast,New York,New York,Men's Apparel,65,875,56875,170625.0,30,Outlet,113750.0
1185732,Walmart,2020-04-26,Northeast,New York,New York,Women's Apparel,70,1000,70000,175000.0,25,Outlet,105000.0
1185732,Walmart,2020-04-27,Northeast,New York,New York,Men's Street Footwear,65,1150,74750,373750.0,50,Outlet,299000.0
1185732,Walmart,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,55,975,53625,160875.00000000003,30,Outlet,107250.00000000003
1185732,Walmart,2020-04-29,Northeast,New York,New York,Women's Street Footwear,55,920,50600,177100.0,35,Outlet,126500.0
1185732,Walmart,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,55,900,49500,173250.0,35,Outlet,123750.0
1185732,Walmart,2020-05-01,Northeast,New York,New York,Men's Apparel,65,875,56875,170625.0,30,Outlet,113750.0
1185732,Walmart,2020-05-02,Northeast,New York,New York,Women's Apparel,70,975,68250,170625.0,25,Outlet,102375.0
1185732,Walmart,2020-05-03,Northeast,New York,New York,Men's Street Footwear,65,1200,78000,390000.0,50,Outlet,312000.0
1185732,Walmart,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,55,1000,55000,165000.00000000003,30,Outlet,110000.00000000003
1185732,Walmart,2020-05-05,Northeast,New York,New York,Women's Street Footwear,55,950,52250,182875.0,35,Outlet,130625.0
1185732,Walmart,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,55,900,49500,173250.0,35,Outlet,123750.0
1185732,Walmart,2020-05-07,Northeast,New York,New York,Men's Apparel,65,900,58500,175500.0,30,Outlet,117000.0
1185732,Walmart,2020-07-18,Northeast,New York,New York,Women's Apparel,70,1000,70000,175000.0,25,Outlet,105000.0
1197831,Sports Direct,2020-07-19,Northeast,New York,New York,Men's Street Footwear,25,900,22500,78750.0,35,Outlet,56250.0
1197831,Sports Direct,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,35,900,31500,110250.0,35,Outlet,78750.0
1197831,Sports Direct,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35,700,24500,85750.0,35,Outlet,61250.0
1197831,Sports Direct,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35,700,24500,110250.0,45,Outlet,85750.0
1197831,Sports Direct,2020-07-23,South,Texas,Houston,Men's Apparel,40,550,22000,66000.0,30,Outlet,44000.0
1197831,Sports Direct,2020-07-24,South,Texas,Houston,Women's Apparel,35,700,24500,122500.0,50,Outlet,98000.0
1197831,Sports Direct,2020-07-25,South,Texas,Houston,Men's Street Footwear,25,850,21250,74375.0,35,Outlet,53125.0
1197831,Sports Direct,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,35,850,29750,104125.0,35,Outlet,74375.0
1197831,Sports Direct,2020-07-27,South,Texas,Houston,Women's Street Footwear,35,675,23625,82687.5,35,Outlet,59062.5
1197831,Sports Direct,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,35,625,21875,98437.5,45,Outlet,76562.5
1197831,Sports Direct,2020-07-29,South,Texas,Houston,Men's Apparel,40,500,20000,60000.0,30,Outlet,40000.0
1197831,Sports Direct,2020-07-30,South,Texas,Houston,Women's Apparel,35,700,24500,122500.0,50,Outlet,98000.0
1197831,Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,30,875,26250,91875.0,35,Outlet,65625.0
1197831,Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,40,875,35000,122499.99999999999,35,Outlet,87499.99999999999
1197831,Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,35,700,24500,85750.0,35,Outlet,61250.0
1197831,Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,40,600,24000,108000.0,45,Outlet,84000.0
1197831,Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,45,500,22500,67500.0,30,Outlet,45000.0
1197831,Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,40,650,26000,130000.0,50,Outlet,104000.0
1197831,Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,30,900,27000,94500.0,35,Outlet,67500.0
1197831,Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,40,900,36000,125999.99999999999,35,Outlet,89999.99999999999
1197831,Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,35,725,25375,88812.5,35,Outlet,63437.5
1197831,Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,40,625,25000,112500.0,45,Outlet,87500.0
1197831,Walmart,2020-08-10,South,Texas,Houston,Men's Apparel,45,525,23625,70875.0,30,Outlet,47250.0
1197831,Walmart,2020-08-11,South,Texas,Houston,Women's Apparel,40,800,32000,160000.0,50,Outlet,128000.0
1197831,Walmart,2020-08-12,South,Texas,Houston,Men's Street Footwear,30,925,27750,97125.0,35,Outlet,69375.0
1197831,Walmart,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,40,925,37000,129499.99999999999,35,Outlet,92499.99999999999
1197831,Walmart,2020-08-14,South,Texas,Houston,Women's Street Footwear,35,775,27125,94937.5,35,Outlet,67812.5
1197831,Walmart,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,126000.0,45,Outlet,98000.0
1197831,Walmart,2020-08-16,South,Texas,Houston,Men's Apparel,45,600,27000,81000.0,30,Outlet,54000.0
1197831,Walmart,2020-08-17,South,Texas,Houston,Women's Apparel,40,950,38000,190000.0,50,Outlet,152000.0
1197831,Walmart,2020-08-18,South,Texas,Houston,Men's Street Footwear,40,950,38000,133000.0,35,Outlet,95000.0
1197831,Walmart,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,149625.0,35,Outlet,106875.0
1197831,Walmart,2020-08-20,South,Texas,Houston,Women's Street Footwear,40,800,32000,112000.0,35,Outlet,80000.0
1197831,Walmart,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40,750,30000,135000.0,45,Outlet,105000.0
1197831,Walmart,2020-08-22,South,Texas,Houston,Men's Apparel,45,650,29250,87750.0,30,Outlet,58500.0
1197831,Walmart,2020-08-23,South,Texas,Houston,Women's Apparel,50,1000,50000,250000.0,50,Outlet,200000.0
1197831,Walmart,2020-08-24,South,Texas,Houston,Men's Street Footwear,40,950,38000,133000.0,35,Outlet,95000.0
1197831,Walmart,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,149625.0,35,Outlet,106875.0
1197831,Walmart,2020-08-26,South,Texas,Houston,Women's Street Footwear,40,1100,44000,154000.0,35,Outlet,110000.0
1197831,Walmart,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,126000.0,45,Outlet,98000.0
1197831,Walmart,2020-08-28,South,Texas,Houston,Men's Apparel,45,700,31500,94500.0,30,Outlet,63000.0
1197831,Walmart,2020-08-29,South,Texas,Houston,Women's Apparel,50,975,48750,243750.0,50,Outlet,195000.0
1197831,Walmart,2020-08-30,South,Texas,Houston,Men's Street Footwear,40,925,37000,129499.99999999999,35,Outlet,92499.99999999999
1197831,Walmart,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,45,925,41625,145687.5,35,Outlet,104062.5
1197831,Walmart,2020-09-01,South,Texas,Houston,Women's Street Footwear,40,1100,44000,154000.0,35,Outlet,110000.0
1197831,Walmart,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,40,650,26000,117000.0,45,Outlet,91000.0
1197831,Walmart,2020-09-03,South,Texas,Houston,Men's Apparel,45,650,29250,87750.0,30,Outlet,58500.0
1197831,Walmart,2020-09-04,South,Texas,Houston,Women's Apparel,50,900,45000,225000.0,50,Outlet,180000.0
1197831,Walmart,2020-09-05,South,Texas,Houston,Men's Street Footwear,45,850,38250,133875.0,35,Outlet,95625.0
1197831,Walmart,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,45,850,38250,133875.0,35,Outlet,95625.0
1197831,Walmart,2020-09-07,South,Texas,Houston,Women's Street Footwear,50,900,45000,157500.0,35,Outlet,112500.0
1197831,Walmart,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,50,625,31250,140625.0,45,Outlet,109375.0
1197831,Walmart,2020-09-09,South,Texas,Houston,Men's Apparel,45,625,28125,84375.0,30,Outlet,56250.0
1197831,Walmart,2020-09-10,South,Texas,Houston,Women's Apparel,55,850,46750,233750.00000000003,50,Outlet,187000.00000000003
1197831,Walmart,2020-09-11,South,Texas,Houston,Men's Street Footwear,45,800,36000,125999.99999999999,35,Outlet,89999.99999999999
1197831,Walmart,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,45,800,36000,125999.99999999999,35,Outlet,89999.99999999999
1197831,Walmart,2020-09-13,South,Texas,Houston,Women's Street Footwear,50,750,37500,131250.0,35,Outlet,93750.0
1197831,Walmart,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,50,600,30000,135000.0,45,Outlet,105000.0
1197831,Walmart,2020-09-15,South,Texas,Houston,Men's Apparel,45,575,25875,77625.0,30,Outlet,51750.0
1197831,Walmart,2020-09-16,South,Texas,Houston,Women's Apparel,55,750,41250,206250.00000000003,50,Outlet,165000.00000000003
1197831,Walmart,2020-10-20,South,Texas,Houston,Men's Street Footwear,45,900,40500,141750.0,35,Outlet,101250.0
1197831,Walmart,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,45,900,40500,141750.0,35,Outlet,101250.0
1197831,Walmart,2020-10-22,South,Texas,Houston,Women's Street Footwear,50,825,41250,144375.0,35,Outlet,103125.0
1197831,Walmart,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50,675,33750,151875.0,45,Outlet,118125.0
1197831,Walmart,2020-10-24,South,Texas,Houston,Men's Apparel,45,650,29250,87750.0,30,Outlet,58500.0
1197831,Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,55,850,46750,233750.00000000003,50,Outlet,187000.00000000003
1197831,Walmart,2020-10-26,South,Texas,Houston,Men's Street Footwear,45,950,42750,149625.0,35,Outlet,106875.0
1197831,Walmart,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,149625.0,35,Outlet,106875.0
1197831,Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,50,850,42500,148750.0,35,Outlet,106250.0
1197831,Walmart,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50,700,35000,157500.0,45,Outlet,122500.0
1197831,Walmart,2020-10-30,South,Texas,Houston,Men's Apparel,45,650,29250,87750.0,30,Outlet,58500.0
1197831,Walmart,2020-10-31,South,Texas,Houston,Women's Apparel,55,900,49500,247500.00000000003,50,Outlet,198000.00000000003
1128299,West Gear,2020-11-01,South,Texas,Houston,Men's Street Footwear,40,775,31000,108500.00000000001,35,Outlet,77500.00000000001
1128299,West Gear,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50,775,38750,77500.0,20,Outlet,38750.0
1128299,West Gear,2020-11-03,South,Texas,Houston,Women's Street Footwear,50,775,38750,135625.0,35,Outlet,96875.0
1128299,West Gear,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,50,625,31250,93750.0,30,Outlet,62500.0
1128299,West Gear,2020-11-05,West,California,San Francisco,Men's Apparel,55,575,31625,158125.00000000003,50,Outlet,126500.00000000003
1128299,West Gear,2020-11-06,West,California,San Francisco,Women's Apparel,50,775,38750,58125.00000000001,15,Outlet,19375.000000000007
1128299,West Gear,2020-11-07,West,California,San Francisco,Men's Street Footwear,40,825,33000,115500.00000000001,35,Outlet,82500.00000000001
1128299,West Gear,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50,725,36250,72500.0,20,Outlet,36250.0
1128299,West Gear,2020-11-09,West,California,San Francisco,Women's Street Footwear,50,725,36250,126875.00000000001,35,Outlet,90625.00000000001
1128299,West Gear,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,50,575,28750,86250.0,30,Outlet,57500.0
1128299,West Gear,2020-11-11,West,California,San Francisco,Men's Apparel,55,500,27500,137500.00000000003,50,Outlet,110000.00000000003
1128299,West Gear,2020-11-12,West,California,San Francisco,Women's Apparel,50,700,35000,52500.00000000001,15,Outlet,17500.000000000007
1128299,West Gear,2020-11-13,West,California,San Francisco,Men's Street Footwear,50,850,42500,148750.0,35,Outlet,106250.0
1128299,West Gear,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60,700,42000,84000.0,20,Outlet,42000.0
1128299,West Gear,2020-11-15,West,California,San Francisco,Women's Street Footwear,60,700,42000,147000.0,35,Outlet,105000.0
1128299,West Gear,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,60,600,36000,108000.0,30,Outlet,72000.0
1128299,West Gear,2020-12-23,West,California,San Francisco,Men's Apparel,65,500,32500,162500.0,50,Outlet,130000.0
1128299,West Gear,2020-12-24,West,California,San Francisco,Women's Apparel,60,700,42000,63000.00000000001,15,Outlet,21000.000000000007
1128299,West Gear,2020-12-25,West,California,San Francisco,Men's Street Footwear,60,875,52500,183750.00000000003,35,Outlet,131250.00000000003
1128299,West Gear,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65,675,43875,87750.0,20,Outlet,43875.0
1128299,West Gear,2020-12-27,West,California,San Francisco,Women's Street Footwear,65,725,47125,164937.50000000003,35,Outlet,117812.50000000003
1128299,West Gear,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,60,625,37500,112500.0,30,Outlet,75000.0
1128299,West Gear,2020-12-29,West,California,San Francisco,Men's Apparel,65,525,34125,170625.0,50,Outlet,136500.0
1128299,West Gear,2020-12-30,West,California,San Francisco,Women's Apparel,80,700,56000,84000.00000000001,15,Outlet,28000.000000000015
1128299,West Gear,2020-12-31,West,California,San Francisco,Men's Street Footwear,60,900,54000,216000.0,40,Outlet,162000.0
1128299,West Gear,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65,750,48750,121875.0,25,Outlet,73125.0
1128299,West Gear,2021-01-02,West,California,San Francisco,Women's Street Footwear,65,750,48750,195000.0,40,Outlet,146250.0
1128299,West Gear,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,60,650,39000,136500.0,35,Outlet,97500.0
1128299,West Gear,2021-01-04,West,California,San Francisco,Men's Apparel,65,550,35750,196625.00000000003,55,Outlet,160875.00000000003
1128299,West Gear,2021-01-05,West,California,San Francisco,Women's Apparel,80,725,58000,116000.0,20,Outlet,58000.0
1128299,West Gear,2021-01-06,West,California,San Francisco,Men's Street Footwear,60,975,58500,234000.0,40,Outlet,175500.0
1128299,West Gear,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,65,825,53625,134062.5,25,Outlet,80437.5
1128299,West Gear,2021-01-08,West,California,San Francisco,Women's Street Footwear,65,825,53625,214500.0,40,Outlet,160875.0
1128299,West Gear,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60,700,42000,147000.0,35,Outlet,105000.0
1128299,West Gear,2021-01-10,West,California,San Francisco,Men's Apparel,65,575,37375,205562.50000000003,55,Outlet,168187.50000000003
1128299,West Gear,2021-01-11,West,California,San Francisco,Women's Apparel,80,875,70000,140000.0,20,Outlet,70000.0
1128299,West Gear,2021-01-12,West,California,San Francisco,Men's Street Footwear,60,1025,61500,215250.00000000003,35,Outlet,153750.00000000003
1128299,West Gear,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,65,875,56875,113750.0,20,Outlet,56875.0
1128299,West Gear,2021-01-14,West,California,San Francisco,Women's Street Footwear,65,825,53625,187687.50000000003,35,Outlet,134062.50000000003
1128299,West Gear,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60,725,43500,130500.0,30,Outlet,87000.0
1128299,West Gear,2021-01-16,West,California,San Francisco,Men's Apparel,65,775,50375,251875.0,50,Outlet,201500.0
1128299,West Gear,2021-01-17,West,California,San Francisco,Women's Apparel,80,775,62000,93000.00000000001,15,Outlet,31000.000000000015
1128299,West Gear,2021-01-18,West,California,San Francisco,Men's Street Footwear,65,975,63375,221812.50000000003,35,Outlet,158437.50000000003
1128299,West Gear,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70,925,64750,129500.0,20,Outlet,64750.0
1128299,West Gear,2021-01-20,West,California,San Francisco,Women's Street Footwear,65,800,52000,182000.00000000003,35,Outlet,130000.00000000003
1128299,West Gear,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65,750,48750,146250.0,30,Outlet,97500.0
1128299,West Gear,2021-01-22,West,California,San Francisco,Men's Apparel,75,750,56250,281250.0,50,Outlet,225000.0
1128299,West Gear,2021-01-23,West,California,San Francisco,Women's Apparel,80,725,58000,87000.00000000001,15,Outlet,29000.000000000015
1128299,West Gear,2021-01-24,West,California,San Francisco,Men's Street Footwear,55,925,50875,152625.00000000003,30,Outlet,101750.00000000003
1128299,West Gear,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60,925,55500,83250.00000000001,15,Outlet,27750.000000000015
1128299,West Gear,2021-01-26,West,California,San Francisco,Women's Street Footwear,55,775,42625,127875.00000000004,30,Outlet,85250.00000000004
1128299,West Gear,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55,725,39875,99687.5,24,Outlet,59812.5
1128299,West Gear,2021-01-28,West,California,San Francisco,Men's Apparel,65,725,47125,212062.50000000003,45,Outlet,164937.50000000003
1128299,West Gear,2021-01-29,West,California,San Francisco,Women's Apparel,70,775,54250,54250.0,10,Outlet,0.0
1128299,West Gear,2021-01-30,West,California,San Francisco,Men's Street Footwear,55,875,48125,144375.00000000003,30,Outlet,96250.00000000003
1128299,West Gear,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60,875,52500,78750.00000000001,15,Outlet,26250.000000000015
1128299,West Gear,2021-02-01,West,California,San Francisco,Women's Street Footwear,55,700,38500,115500.00000000003,30,Outlet,77000.00000000003
1128299,West Gear,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55,675,37125,92812.5,24,Outlet,55687.5
1128299,West Gear,2021-02-03,West,California,San Francisco,Men's Apparel,65,650,42250,190125.00000000003,45,Outlet,147875.00000000003
1128299,West Gear,2021-02-04,West,California,San Francisco,Women's Apparel,70,700,49000,49000.0,10,Outlet,0.0
1128299,West Gear,2021-02-05,West,California,San Francisco,Men's Street Footwear,55,875,48125,144375.00000000003,30,Outlet,96250.00000000003
1128299,West Gear,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60,875,52500,78750.00000000001,15,Outlet,26250.000000000015
1128299,West Gear,2021-02-07,West,California,San Francisco,Women's Street Footwear,55,725,39875,119625.00000000003,30,Outlet,79750.00000000003
1128299,West Gear,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55,700,38500,96250.0,24,Outlet,57750.0
1128299,West Gear,2021-02-09,West,California,San Francisco,Men's Apparel,65,650,42250,190125.00000000003,45,Outlet,147875.00000000003
1128299,West Gear,2021-02-10,West,California,San Francisco,Women's Apparel,70,775,54250,54250.0,10,Outlet,0.0
1128299,West Gear,2021-02-11,West,California,San Francisco,Men's Street Footwear,55,975,53625,160875.00000000006,30,Outlet,107250.00000000006
1128299,West Gear,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60,975,58500,87750.00000000001,15,Outlet,29250.000000000015
1128299,West Gear,2021-02-13,West,California,San Francisco,Women's Street Footwear,55,775,42625,127875.00000000004,30,Outlet,85250.00000000004
1128299,West Gear,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55,775,42625,106562.5,24,Outlet,63937.5
1128299,West Gear,2021-02-15,West,California,San Francisco,Men's Apparel,65,700,45500,204750.00000000003,45,Outlet,159250.00000000003
1128299,West Gear,2021-02-16,West,California,San Francisco,Women's Apparel,70,800,56000,56000.0,10,Outlet,0.0
1189833,Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,35,700,24500,98000.0,40,Outlet,73500.0
1189833,Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45,700,31500,78750.0,25,Outlet,47250.0
1189833,Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,45,700,31500,126000.0,40,Outlet,94500.0
1189833,Kohl's,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45,550,24750,86625.0,35,Outlet,61875.0
1189833,Kohl's,2021-03-11,West,California,Los Angeles,Men's Apparel,50,500,25000,137500.0,55,Outlet,112500.0
1189833,Kohl's,2021-03-12,West,California,Los Angeles,Women's Apparel,45,700,31500,63000.0,20,Outlet,31500.0
1189833,Kohl's,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35,750,26250,105000.0,40,Outlet,78750.0
1189833,Kohl's,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45,650,29250,73125.0,25,Outlet,43875.0
1189833,Kohl's,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45,675,30375,121500.0,40,Outlet,91125.0
